onehotencoder__temp_bin_high,onehotencoder__temp_bin_low,onehotencoder__temp_bin_medium,onehotencoder__humidity_bin_low,onehotencoder__humidity_bin_normal,onehotencoder__wind_speed_bin_calm,onehotencoder__wind_speed_bin_light,onehotencoder__wind_speed_bin_moderate,onehotencoder__wind_speed_bin_strong,onehotencoder__wind_speed_bin_very_strong,onehotencoder__wind_direction_bin_mid,onehotencoder__wind_direction_bin_outer,onehotencoder__surface_pressure_bin_high,onehotencoder__surface_pressure_bin_low,onehotencoder__surface_pressure_bin_normal,onehotencoder__surface_pressure_bin_very_low,onehotencoder__season_Jul_Oct,onehotencoder__season_Mar_Jun,onehotencoder__season_Nov_Feb,onehotencoder__time_of_day_1am_to_8am,onehotencoder__time_of_day_5pm_to_6pm,onehotencoder__time_of_day_7pm_to_12am,onehotencoder__time_of_day_9am_to_4pm,scaler__pm2_5,scaler__pm10,scaler__carbon_monoxide,scaler__nitrogen_dioxide,scaler__sulphur_dioxide,scaler__ozone,scaler__temperature_2m,scaler__relative_humidity_2m,scaler__wind_speed_10m,scaler__surface_pressure,scaler__pm2_5_lag_1,scaler__pm2_5_lag_2,scaler__pm2_5_lag_3,scaler__pm2_5_lag_4,scaler__pm2_5_lag_5,scaler__pm2_5_lag_6,scaler__pm2_5_lag_7,scaler__pm2_5_lag_8,scaler__pm2_5_lag_9,scaler__pm2_5_lag_10,scaler__pm2_5_lag_11,scaler__pm2_5_lag_12,scaler__pm10_lag_1,scaler__pm10_lag_2,scaler__pm10_lag_3,scaler__carbon_monoxide_lag_1,scaler__carbon_monoxide_lag_2,scaler__carbon_monoxide_lag_3,scaler__nitrogen_dioxide_lag_1,scaler__nitrogen_dioxide_lag_2,scaler__nitrogen_dioxide_lag_3,scaler__sulphur_dioxide_lag_1,scaler__sulphur_dioxide_lag_2,scaler__sulphur_dioxide_lag_3,scaler__ozone_lag_1,scaler__ozone_lag_2,scaler__ozone_lag_3,scaler__temperature_2m_lag_1,scaler__relative_humidity_2m_lag_1,scaler__wind_speed_10m_lag_1,scaler__surface_pressure_lag_1,remainder__hour_sin,remainder__hour_cos,remainder__dow_sin,remainder__dow_cos,remainder__month_sin,remainder__month_cos,remainder__wind_dir_sin,remainder__wind_dir_cos,remainder__wind_dir_lag_1_sin,remainder__wind_dir_lag_1_cos
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.649740507819679,2.6200733676993626,-0.3496852823501702,-1.0403657074258787,1.6478012330968317,1.506185374471694,-0.6080248217101417,-1.1928541733765103,0.6552876777524163,1.6085040119430694,2.6883307647692254,2.7203180771208237,2.798279146323509,3.913527121324397,3.6488784431511005,3.253487039911046,3.0488142319900597,3.0673798428598,3.230149091884405,3.399231921487617,3.4894393762459495,3.5663994230299,2.649930234195656,2.6490948362367797,2.670182576718622,0.04369436476261632,1.662328477160808,3.1788698227338696,-0.7130985252977472,0.8968363237834731,2.402806335700842,1.9108248864391766,2.074967505810253,2.140306573441211,1.3104095606274555,0.36032067696859044,-0.561763636344465,-0.7071640261641731,-0.96178042397112,0.621436206289609,1.8663781032614755,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,-0.37460659341591235,0.9271838545667873,0.052335956242943835,0.9986295347545738
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.3076596611828766,2.304277877997307,-0.3774239839047723,-1.0403657074258787,1.3843739203074639,1.4503027417521024,-0.5584072056435814,-1.2852287773785729,1.127984588153735,1.321551382698879,2.6488691750485462,2.6874411412710755,2.7193933290211643,2.7965306060903945,3.911595825343095,3.6474446141555847,3.252304591489947,3.0476924031606543,3.066135771023223,3.2287154982194686,3.3976559151685537,3.4877577495943832,2.619234801299809,2.6490948362367797,2.6482666899548093,-0.34969084717457305,0.04355228089246607,1.6614814093217118,-1.0402653861381324,-0.7131262254500647,0.8964627652894014,1.647429590255095,1.9103676490843928,2.074475250188324,1.5059988754836406,1.3103522756574502,0.3603238951437126,-0.6079293616469483,-1.1927171922222517,0.655200231149611,1.6081511194180356,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,-0.5877852522924734,0.8090169943749473,-0.37460659341591235,0.9271838545667873
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.189247060423984,2.172696423954784,-0.18829647330521262,-0.7992946176648587,1.1209466075180956,1.1988308945139405,-0.6576424377767021,-1.1004795693744476,2.0396143439277066,1.1206845422279652,2.3068687308026536,2.6479888182513776,2.686524238478521,2.717683793250347,2.7950469510271203,3.9100829969852775,3.646156900199407,3.251129280051828,3.0464541725198817,3.064757398923171,3.2272009160248203,3.39600913058628,2.3035103486568,2.6184061146407434,2.6482666899548093,-0.3774295480162979,-0.3497952060512432,0.043269845516719335,-1.0402653861381324,-1.0402843905349548,-0.7131729356645378,1.3840342940710144,1.6470078783230164,1.909896942056107,1.4501162140961592,1.5059470165639801,1.310353473040623,-0.5583120293883358,-1.2850918995227045,1.1278965791896396,1.3212322484808727,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,-0.6427876096865396,0.7660444431189778,-0.5877852522924734,0.8090169943749473
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.2024040160638605,2.172696423954784,0.0033527374356744845,-0.2827137110341009,1.0880181934194249,0.9473590472757788,-0.8064952859763826,-0.8233557573682598,2.0733784089563727,0.9772082276058699,2.1884839616406144,2.3060686854139925,2.647081329827349,2.684830954566994,2.716231736369522,2.793869869959084,3.9087251060057135,3.6448780740347453,3.2498306903877467,3.0450824270076158,3.063301878386615,3.2256188381426605,2.17195849338888,2.3027506925100796,2.6175844484854727,-0.18830204227726458,-0.37753124679727396,-0.3499404410153349,-0.7991950676241644,-1.0402843905349548,-1.0402646823824506,1.120638997886933,1.3836481075616407,1.6465716490445592,1.1986442378524924,1.4500628048764,1.5059477979017515,-0.6575466939055609,-1.100342484921799,2.039525250409694,1.1203890388248783,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,-0.6018150231520483,0.7986355100472928,-0.6427876096865396,0.7660444431189778
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.2945027055429996,2.234101102507961,0.3135218548189523,0.45771892180331814,1.1868034357154373,0.6120632509582297,-1.004965750242624,-0.546231945362072,1.4656252384403912,0.9772082276058699,2.20163782488084,2.1877117163548983,2.3052427881838558,2.645407548146971,2.6833920635955226,2.715078355110176,2.7928102313289105,3.907377270023357,3.6434626604545826,3.248390470135024,3.0436339938700305,3.0617820184853337,2.17195849338888,2.1712275999556363,2.301995679086575,0.003347163538289207,-0.18842187807433683,-0.3776668073733644,-0.2826158136656611,-0.7992204794197726,-1.0402646823824506,1.087714585863923,1.120288336800264,1.3832463560330122,0.9471722616088257,1.19858385228229,1.4500637050842862,-0.8063986906813978,-0.8232183630204409,2.0732892752696968,0.976929603356297,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,-0.4848096202463369,0.8746197071393959,-0.6018150231520483,0.7986355100472928
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.4918570401411544,2.3262081203377276,0.7396891787032934,1.1292741004233031,1.0880181934194249,0.1929435055612934,-1.2861322412864653,-0.13054622735279023,0.1825907673510977,0.9198177017570187,2.293714867562427,2.200862490694797,2.1869140622303394,2.3037380258400995,2.643984456266724,2.6822485572564645,2.7140397695870186,2.791755687071758,3.905883973832473,3.641889908446138,3.246868800541405,3.0421216001264546,2.2333493591805755,2.1712275999556363,2.1705003585037015,0.3135162729503039,0.0032089488982394777,-0.18862340038679984,0.45781445034152657,-0.28265495560152515,-0.7992497111166201,1.186487821932953,1.0873683654550923,1.1199210630214644,0.6118762932839367,0.9471048996881802,1.1985852874056924,-1.0048680197158475,-0.5460942411190829,1.4655368277896599,0.976929603356297,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,-0.5591929034707466,0.8290375725550418,-0.4848096202463369,0.8746197071393959
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0312922213761118,2.8349897426354835,1.271767908523388,1.7405615066030324,1.2526602639127797,-0.11441097439645992,-1.3192106519975055,0.1003902826523663,-0.3238702080788866,1.1780750680767837,2.491022816165826,2.292917911074093,2.200061698447396,2.1854678065800286,2.3024518594171317,2.642852799832011,2.6812187438612303,2.713005928275174,2.790593391976438,3.9042228673202137,3.6402264908730984,3.2452792565015396,2.32543565786812,2.2326050431477094,2.1705003585037015,0.739683585882259,0.3133483136038564,0.0029405853595855674,1.1293674804875808,0.45775562853796264,-0.2827890584041262,1.087714585863923,1.186128279490608,1.0870054013950212,0.19275633287782543,0.6117996295627003,0.9471068697270983,-1.286032902514651,-0.1304080582670457,0.18250388310958274,0.9195458291688513,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,-0.19080899537654467,0.981627183447664,-0.5591929034707466,0.8290375725550418
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.426000890572422,3.2121899108907166,2.025756250780299,2.601529684320962,1.5160875767021476,-0.5335307197933963,-1.3522890627085458,0.1465775846533976,-0.3238702080788866,1.3789419085477301,3.030331209015118,2.490179526172584,2.292095151966798,2.1986089420533697,2.1842290374307347,2.3014229021534107,2.6418335129902846,2.6801935287765977,2.7118669979630705,2.789307792105391,3.902464951094227,3.6384876236791235,2.834102831570744,2.32467120793582,2.2318648414423756,1.2717623020280728,0.7394747577928747,0.3129717728175514,1.7406529310051428,1.1292908095016845,0.4574712104837815,1.2523366459789738,1.0873683654550923,1.185752386274351,-0.11459830475332283,0.1926680419058505,0.6118023128223065,-1.3191111240203928,0.10052870998408604,-0.3239564897904477,1.1777728130122913,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.1908089953765448,0.981627183447664,-0.19080899537654467,0.981627183447664
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.8996512936079943,3.6814970969757153,2.8604389975596893,3.4538881802617123,1.8124433035901866,-1.008533097909924,-1.4846027055527065,0.3775140946585541,-0.5264545982508804,1.4363324343965487,3.4249471062219166,3.02936127410846,2.4893096952226594,2.290596890366758,2.1973649065403342,2.1832356298800493,2.300494845442086,2.640818649378306,2.679064333790834,2.7106079044431683,2.7879514951544295,3.9006265351308462,3.2112181500054495,2.8332271658130006,2.3239115658503877,2.0257506249076855,1.2715024484667379,0.7389495832272769,2.6016183542693145,1.7405600126866103,1.1288700590100236,1.5157319421630544,1.2519682221809523,1.0870054013950212,-0.5337182651594341,-0.1146951223758394,0.19267161669131666,-1.3521893455261342,0.1467160636343124,-0.3239564897904477,1.3786160226683184,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.5877852522924731,0.8090169943749475,0.1908089953765448,0.981627183447664
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.3601447410036895,4.1113298468479575,3.1933034162149143,3.626081815805298,1.9112285458862,-1.1761809960686986,-1.6334555537523872,0.5622633026626793,-0.3576342731075523,1.4076371714721556,3.898486182870075,3.4238845043054424,3.0283627801220137,2.487713922466876,2.2893159903075317,2.1963675490215335,2.182339152829248,2.299569694593111,2.6397011367841507,2.677816284583909,2.7092799570880906,2.786536161461025,3.6804197671276975,3.210260031135738,2.832360138770833,2.860433350235953,2.0254184651088476,1.2707917015494785,3.453974123300845,2.6015025523836894,1.7400151647198079,1.8120516503701458,1.5153279929423282,1.2515837095272382,-1.0087208869530269,-0.5338267100326892,-0.11469089380474257,-1.4845022315491008,0.37765283188544413,-0.52654063895046,1.4359997968557314,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,0.9945218953682733,0.10452846326765346,0.5877852522924731,0.8090169943749475
